pairIdx	index	syn1	syn2	DiachrD1	DiachrD2	DiachrDG1	DiachrDG2	DiachrDG_avg	DiachrDG_avgstd	FO1	FO2	FE1	FE2	EnoughFreq	FGO1	FGO2	FGE1	FGE2	FEvol1	FEvol2	WNpressure_1	WNpressure_2	WNsenses_1	WNsenses_2	SDO	SDE	Div	SDGO	SDGE	Dec_avg	Dec_avgstd
0	111	abandon	forsake	0.7096774193548387	0.75	low	low			38	22	54	5	True	2	1	2	0	0	-1	6	3	5	1	0.67546334	0.77803895	0.10257561000000004	mid	mid	LD	LD
1	2057	abandon	vacate	0.7096774193548387	0.8372093023255813	low	low			38	20	54	17	True	2	1	2	1	0	0	6	13	5	3	0.94146056	0.8935996	-0.04786095999999995	far	mid	LPC	LPC
2	563	abhor	loathe	0.9130434782608696	0.9528795811518324	avg	avgstd	both	s2	25	18	19	24	True	2	1	1	1	-1	0	3	3	1	1	0.51288073	0.5534107	0.040529970000000026	close	close	LD	LPC
3	2107	abide	bide	0.8023952095808383	0.941798941798942	low	avg	s2		50	39	17	10	True	2	2	1	0	-1	-2	13	2	2	1	0.81819608	0.82482937	0.006633290000000014	mid	mid	LD	LPC
4	1124	abide	endure	0.8023952095808383	0.7804878048780488	low	low			50	35	17	39	True	2	2	1	2	-1	0	13	26	2	7	0.6626181	0.78672	0.12410189999999999	mid	mid	LD	LD
5	695	abide	stand	0.8023952095808383	0.7878787878787878	low	low			50	553	17	845	True	2	3	1	3	-1	0	13	16	2	12	0.61562265	0.82918982	0.21356716999999992	close	mid	LD	LD
6	913	abide	stay	0.8023952095808383	0.7096774193548387	low	low			50	340	17	304	True	2	3	1	3	-1	0	13	17	2	11	0.64149266	0.65321572	0.011723060000000007	mid	mid	LD	LPC
7	746	abide	suffer	0.8023952095808383	0.6577181208053691	low	low			50	294	17	279	True	2	3	1	3	-1	0	13	18	2	11	0.56807582	0.61602963	0.047953809999999986	close	close	LD	LPC
8	2239	abide	tolerate	0.8023952095808383	0.8023952095808383	low	low			50	12	17	28	True	2	1	1	1	-1	0	13	13	2	4	0.72087376	0.58791212	-0.13296164	mid	close	LPC	LPC
9	1722	absorb	assimilate	0.7341772151898734	0.8505747126436781	low	low			23	27	48	29	True	1	2	2	1	1	-1	18	4	9	5	0.67885909	0.72802416	0.04916507000000003	mid	mid	LD	LPC
10	2399	absorb	draw	0.7341772151898734	0.7804878048780488	low	low			23	48	48	157	True	1	2	2	3	1	1	18	39	9	36	0.59827626	0.60704296	0.008766700000000016	close	close	LD	LPC
11	1473	absorb	engage	0.7341772151898734	0.7730061349693251	low	low			23	50	48	134	True	1	2	2	3	1	1	18	19	9	10	0.88580665	0.89148165	0.005674999999999986	mid	mid	LD	LPC
12	512	absorb	immerse	0.7341772151898734	0.979591836734694	low	avgstd	s2	s2	23	5	48	17	True	1	0	2	1	1	1	18	10	9	4	0.83679752	0.79512649	-0.04167102999999994	mid	mid	LPC	LPC
13	2311	absorb	occupy	0.7341772151898734	0.6754966887417219	low	low			23	132	48	92	True	1	3	2	2	1	-1	18	13	9	8	0.81404296	0.86557947	0.051536510000000035	mid	mid	LD	LPC
14	785	absorb	suck	0.7341772151898734	0.8888888888888888	low	avg	s2		23	6	48	31	True	1	0	2	2	1	2	18	18	9	7	0.66665585	0.75184672	0.08519086999999992	mid	mid	LD	LD
15	680	abstain	desist	0.7951807228915663	0.8304093567251463	low	low			43	42	12	10	True	2	2	1	0	-1	-2	2	2	2	1	0.68184231	0.8020835	0.12024119	mid	mid	LD	LD
16	2742	accede	acquiesce	0.7261146496815287	0.8505747126436781	low	low			5	8	6	5	True	0	0	0	0	0	0	7	2	3	1	0.67426145	0.71017439	0.035912940000000004	mid	mid	LD	LPC
17	2344	accede	defer	0.7261146496815287	0.8372093023255813	low	low			5	6	6	18	True	0	0	0	1	0	1	7	13	3	2	1.02868606	0.88335635	-0.14532971000000006	far	mid	LPC	LPC
18	1129	accede	enter	0.7261146496815287	0.7730061349693251	low	low			5	1110	6	616	True	0	3	0	3	0	0	7	19	3	9	0.90299341	0.88193445	-0.02105895999999996	far	mid	LPC	LPC
19	2784	accede	submit	0.7261146496815287	0.7261146496815287	low	low			5	98	6	48	True	0	3	0	2	0	-1	7	15	3	10	0.83815528	0.76674403	-0.07141124999999993	mid	mid	LPC	LPC
20	2000	accelerate	quicken	0.8023952095808383	0.9304812834224598	low	avg	s2		2	11	24	24	False	0	1	1	1	1	0	3	13	2	5	0.53549115	0.72316776	0.18767661000000002	close	mid	LD	LD
21	1872	accept	admit	0.5915492957746479	0.7654320987654322	low	low			273	261	318	302	True	3	3	3	3	0	0	11	11	11	8	0.79030168	0.91602348	0.1257218	mid	far	LD	LD
22	1522	accept	assume	0.5915492957746479	0.7730061349693251	low	low			273	138	318	398	True	3	3	3	3	0	0	11	21	11	9	0.80315035	0.89156995	0.08841960000000004	mid	mid	LD	LD
23	2461	accept	take	0.5915492957746479	0.7096774193548387	low	low			273	35	318	115	True	3	2	3	3	0	1	11	65	11	42	0.83680411	0.80944516	-0.027358949999999993	mid	mid	LPC	LPC
24	1089	accommodate	adapt	0.7730061349693251	0.7012987012987013	low	low			3	6	16	45	False	0	0	1	2	1	2	9	3	7	2	0.83890468	0.6604339	-0.17847077999999994	mid	mid	LPC	LPC
25	1562	accommodate	admit	0.7730061349693251	0.7654320987654322	low	low			3	261	16	302	False	0	3	1	3	1	0	9	11	7	8	0.63267001	0.86788622	0.23521621000000004	close	mid	LD	LD
26	2526	accommodate	hold	0.7730061349693251	0.7096774193548387	low	low			3	1226	16	959	False	0	3	1	3	1	0	9	55	7	36	0.7017535	0.70329834	0.0015448399999999918	mid	mid	LD	LPC
27	710	accommodate	oblige	0.7730061349693251	0.8571428571428572	low	avg	s2		3	17	16	6	False	0	1	1	0	1	-1	9	5	7	3	0.63139696	0.61284035	-0.018556609999999973	close	close	LPC	LPC
28	2552	accommodate	reconcile	0.7730061349693251	0.6928104575163399	low	low			3	5	16	9	False	0	0	1	0	1	0	9	9	7	4	0.89607084	0.85940629	-0.03666455000000002	mid	mid	LPC	LPC
29	76	accompany	follow	0.6666666666666667	0.7261146496815287	low	low			61	630	48	889	True	2	3	2	3	0	0	8	27	4	24	0.49288945	0.70347656	0.21058711000000002	close	mid	LD	LD
30	1090	accomplish	achieve	0.7804878048780488	0.7261146496815287	low	low			38	17	27	93	True	2	1	1	3	-1	2	9	3	2	1	0.7857853	0.76802791	-0.017757389999999984	mid	mid	LD	LPC
31	342	accomplish	attain	0.7804878048780488	0.7012987012987013	low	low			38	68	27	20	True	2	3	1	1	-1	-2	9	16	2	4	0.75107178	0.81196585	0.06089407000000002	mid	mid	LD	LPC
32	44	accomplish	execute	0.7804878048780488	0.7577639751552795	low	low			38	9	27	27	True	2	1	1	1	-1	0	9	10	2	7	0.56735708	0.64535263	0.07799555000000002	close	close	LD	LD
33	10	accomplish	fulfil	0.7804878048780488	0.717948717948718	low	low			38	22	27	3	False	2	1	1	0	-1	-1	9	12	2	3	0.68688335	0.65626403	-0.030619320000000005	mid	mid	LPC	LPC
34	2159	accomplish	fulfill	0.7804878048780488	0.7654320987654322	low	low			38	11	27	22	True	2	1	1	1	-1	0	9	12	2	3	1.00244434	0.78730131	-0.21514303	far	mid	LPC	LPC
35	2174	accomplish	reach	0.7804878048780488	0.7730061349693251	low	low			38	612	27	515	True	2	3	1	3	-1	0	9	22	2	9	0.52878193	0.56946907	0.040687140000000066	close	close	LD	LPC
36	924	accumulate	collect	0.7341772151898734	0.7261146496815287	low	low			13	35	37	185	True	1	2	2	3	1	1	9	14	2	5	0.88867125	0.8237356	-0.06493565000000001	mid	mid	LPC	LPC
37	1317	accumulate	compile	0.7341772151898734	0.9304812834224598	low	avg	s2		13	3	37	31	False	1	0	2	2	1	2	9	7	2	3	0.67743459	0.80210085	0.12466626000000003	mid	mid	LD	LD
38	854	accumulate	gather	0.7341772151898734	0.7654320987654322	low	low			13	4	37	7	False	1	0	2	0	1	0	9	16	2	9	0.70358938	0.72300205	0.01941266999999991	mid	mid	LD	LPC
39	414	accuse	impeach	0.7730061349693251	0.9130434782608696	low	avg	s2		24	18	46	12	True	2	1	2	1	0	0	4	3	2	3	0.79367129	0.95778947	0.16411818	mid	far	LD	LD
40	826	achieve	accomplish	0.7261146496815287	0.7804878048780488	low	low			17	38	93	27	True	1	2	3	1	2	-1	3	9	1	2	0.68834309	0.74906642	0.060723329999999964	mid	mid	LD	LPC
41	1107	achieve	attain	0.7261146496815287	0.7012987012987013	low	low			17	68	93	20	True	1	3	3	1	2	-2	3	16	1	4	0.65655997	0.76137781	0.10481784000000005	mid	mid	LD	LD
42	2911	achieve	reach	0.7261146496815287	0.7730061349693251	low	low			17	612	93	515	True	1	3	3	3	2	0	3	22	1	9	0.51472628	0.53956221	0.02483593000000006	close	close	LD	LPC
43	1741	acknowledge	admit	0.717948717948718	0.7654320987654322	low	low			111	261	152	302	True	3	3	3	3	0	0	6	11	6	8	0.93140186	0.86585371	-0.06554815000000003	far	mid	LPC	LPC
44	1747	acknowledge	know	0.717948717948718	0.4732824427480916	low	low			111	11188	152	17157	True	3	3	3	3	0	0	6	31	6	11	0.72867501	0.73360308	0.004928069999999951	mid	mid	LD	LPC
45	2	acknowledge	recognise	0.717948717948718	0.6301369863013699	low	low			111	15	152	6	True	3	1	3	0	0	-1	6	15	6	8	0.90550121	0.82587123	-0.07962997999999999	far	mid	LPC	LPC
46	1624	acknowledge	recognize	0.717948717948718	0.6013986013986015	low	low			111	218	152	318	True	3	3	3	3	0	0	6	15	6	9	0.62119247	0.55109183	-0.07010064000000005	close	close	LPC	LPC
47	2302	acquaint	familiarize	0.8235294117647058	0.9189189189189187	low	avg	s2		6	11	3	18	False	0	1	0	1	0	0	4	2	3	1	0.60527694	0.68686856	0.08159161999999998	close	mid	LD	LD
48	2158	acquaint	introduce	0.8235294117647058	0.7654320987654322	low	low			6	61	3	83	False	0	2	0	2	0	0	4	17	3	10	0.79227763	0.90625586	0.11397823000000007	mid	mid	LD	LD
49	213	acquiesce	accede	0.8505747126436781	0.7261146496815287	low	low			8	5	5	6	True	0	0	0	0	0	0	2	7	1	3	0.52904059	0.54547377	0.016433179999999936	close	close	LD	LPC
50	933	acquire	adopt	0.6754966887417219	0.6666666666666667	low	low			65	60	69	68	True	3	2	2	2	-1	0	13	14	7	7	0.76041999	0.64842633	-0.11199366	mid	close	LPC	LPC
51	1867	acquire	assume	0.6754966887417219	0.7730061349693251	low	low			65	138	69	398	True	3	3	2	3	-1	0	13	21	7	9	0.80484339	0.89652834	0.09168494999999999	mid	mid	LD	LD
52	2360	acquire	develop	0.6754966887417219	0.7341772151898734	low	low			65	88	69	342	True	3	3	2	3	-1	0	13	22	7	21	0.71304897	0.52585494	-0.18719403	mid	close	LPC	LPC
53	230	acquire	evolve	0.6754966887417219	0.9189189189189187	low	avg	s2		65	3	69	41	False	3	0	2	2	-1	2	13	3	7	3	0.67842469	0.54739672	-0.1310279700000001	mid	close	LPC	LPC
54	1329	acquire	get	0.6754966887417219	0.6301369863013699	low	low			65	2654	69	10187	True	3	3	2	3	-1	0	13	69	7	36	0.66511628	0.81895226	0.15383597999999998	mid	mid	LD	LD
55	243	acquire	grow	0.6754966887417219	0.6842105263157895	low	low			65	602	69	754	True	3	3	2	3	-1	0	13	14	7	10	0.87889721	0.85882824	-0.020068969999999964	mid	mid	LPC	LPC
56	541	acquire	learn	0.6754966887417219	0.5915492957746479	low	low			65	418	69	880	True	3	3	2	3	-1	0	13	22	7	6	0.84341374	0.86793066	0.024516919999999942	mid	mid	LD	LPC
57	1803	acquire	produce	0.6754966887417219	0.7341772151898734	low	low			65	96	69	200	True	3	3	2	3	-1	0	13	13	7	7	0.74994084	0.69648626	-0.05345458000000003	mid	mid	LPC	LPC
58	2805	acquire	take	0.6754966887417219	0.7096774193548387	low	low			65	35	69	115	True	3	2	2	3	-1	1	13	65	7	42	0.66084944	0.65642369	-0.004425750000000006	mid	mid	LD	LPC
59	961	acquire	win	0.6754966887417219	0.6842105263157895	low	low			65	24	69	230	True	3	2	2	3	-1	1	13	13	7	5	0.61371189	0.50680593	-0.10690596000000008	close	close	LPC	LPC
60	2041	adapt	accommodate	0.7012987012987013	0.7730061349693251	low	low			6	3	45	16	False	0	0	2	1	2	1	3	9	2	7	0.87628062	0.9510628	0.07478218000000003	mid	far	LD	LD
61	2942	adapt	adjust	0.7012987012987013	0.8095238095238095	low	low			6	4	45	140	False	0	0	2	3	2	3	3	7	2	5	0.42858774	0.61862632	0.19003857999999996	close	close	LD	LD
62	1476	adapt	conform	0.7012987012987013	0.6206896551724138	low	low			6	19	45	30	True	0	1	2	1	2	0	3	2	2	2	0.83080805	0.86699321	0.03618515999999994	mid	mid	LD	LPC
63	2586	add	bestow	0.8095238095238095	0.8636363636363636	low	avg	s2		344	31	1616	12	True	3	2	3	1	0	-1	17	6	6	3	0.82401244	0.86532153	0.04130909000000005	mid	mid	LD	LPC
64	940	add	bring	0.8095238095238095	0.6842105263157895	low	low			344	1148	1616	1446	True	3	3	3	3	0	0	17	16	6	11	0.9948632	1.03005207	0.03518887000000004	far	far	LD	LPC
65	740	add	contribute	0.8095238095238095	0.7654320987654322	low	low			344	50	1616	183	True	3	2	3	3	0	1	17	11	6	4	0.8848009	0.8224204	-0.06238049999999995	mid	mid	LPC	LPC
66	571	add	impart	0.8095238095238095	0.8764044943820225	low	avg	s2		344	14	1616	14	True	3	1	3	1	0	0	17	13	6	3	0.83080805	0.86699321	0.03618515999999994	mid	mid	LD	LPC
67	765	add	lend	0.8095238095238095	0.7878787878787878	low	low			344	90	1616	77	True	3	3	3	2	0	-1	17	6	6	3	0.8714385	0.92511458	0.053676080000000015	mid	far	LD	LPC
68	1122	adhere	bind	0.7654320987654322	0.8636363636363636	low	avg	s2		24	3	34	29	False	2	0	2	1	0	1	10	15	6	10	0.84939354	0.8729912	0.023597659999999965	mid	mid	LD	LPC
69	1388	adhere	cleave	0.7654320987654322	0.9361702127659576	low	avg	s2		24	19	34	5	True	2	1	2	0	0	-1	10	6	6	3	0.8005663	0.88662577	0.08605947000000003	mid	mid	LD	LD
70	965	adhere	cling	0.7654320987654322	0.8372093023255813	low	low			24	97	34	82	True	2	3	2	2	0	-1	10	5	6	3	0.71116182	0.83585734	0.12469552000000006	mid	mid	LD	LD
71	1748	adjourn	retire	0.8636363636363636	0.7421383647798743	avg	low	s1		10	77	4	76	False	1	3	0	2	-1	-1	4	19	2	11	0.8635055	0.85261913	-0.010886370000000034	mid	mid	LD	LPC
72	2378	adjourn	withdraw	0.8636363636363636	0.6928104575163399	avg	low	s1		10	65	4	54	False	1	3	0	2	-1	-1	4	30	2	12	0.75324803	0.62955834	-0.12368968999999996	mid	close	LPC	LPC
73	859	adjust	adapt	0.8095238095238095	0.7012987012987013	low	low			4	6	140	45	False	0	0	3	2	3	2	7	3	5	2	0.99374586	0.99839291	0.004647049999999986	far	far	LD	LPC
74	2518	adjust	conform	0.8095238095238095	0.6206896551724138	low	low			4	19	140	30	False	0	1	3	1	3	0	7	2	5	2	0.81545232	1.00262354	0.18717122000000008	mid	far	LD	LD
75	1373	administer	dispense	0.7730061349693251	0.8439306358381503	low	low			23	7	18	5	True	1	0	1	0	0	0	12	11	5	3	0.71381833	0.72132433	0.007506000000000013	mid	mid	LD	LPC
76	2567	administer	distribute	0.7730061349693251	0.7654320987654322	low	low			23	16	18	31	True	1	1	1	2	0	1	12	26	5	10	0.76898175	0.73478637	-0.03419538	mid	mid	LPC	LPC
77	1727	admit	accept	0.7654320987654322	0.5915492957746479	low	low			261	273	302	318	True	3	3	3	3	0	0	11	11	8	11	0.76646685	0.70925645	-0.057210399999999995	mid	mid	LPC	LPC
78	1440	admit	accommodate	0.7654320987654322	0.7730061349693251	low	low			261	3	302	16	False	3	0	3	1	0	1	11	9	8	7	0.63302441	0.69485389	0.06182947999999999	close	mid	LD	LPC
79	2380	admit	acknowledge	0.7654320987654322	0.717948717948718	low	low			261	111	302	152	True	3	3	3	3	0	0	11	6	8	6	0.68304838	0.78763016	0.10458177999999996	mid	mid	LD	LD
80	1273	admit	allow	0.7654320987654322	0.7577639751552795	low	low			261	295	302	673	True	3	3	3	3	0	0	11	15	8	10	0.70055187	0.83291787	0.13236599999999998	mid	mid	LD	LD
81	295	admit	hold	0.7654320987654322	0.7096774193548387	low	low			261	1226	302	959	True	3	3	3	3	0	0	11	55	8	36	0.67522316	0.91363708	0.23841391999999995	mid	far	LD	LD
82	697	admit	include	0.7654320987654322	0.7730061349693251	low	low			261	118	302	1866	True	3	3	3	3	0	0	11	2	8	4	0.73543866	0.89189086	0.15645219999999993	mid	mid	LD	LD
83	2867	admit	take	0.7654320987654322	0.7096774193548387	low	low			261	35	302	115	True	3	2	3	3	0	1	11	65	8	42	0.99992352	0.84701642	-0.15290709999999996	far	mid	LPC	LPC
84	63	admonish	discourage	0.9130434782608696	0.8095238095238095	avg	low	s1		5	8	2	34	False	0	0	0	2	0	2	6	4	3	3	0.7471794	0.93033818	0.18315877999999997	mid	far	LD	LD
85	2907	admonish	reprove	0.9130434782608696	0.9528795811518324	avg	avgstd	both	s2	5	14	2	1	False	0	1	0	0	0	-1	6	2	3	1	0.9556194	0.82990629	-0.12571310999999996	far	mid	LPC	LPC
86	1674	admonish	warn	0.9130434782608696	0.8095238095238095	avg	low	s1		5	80	2	118	False	0	3	0	3	0	0	6	3	3	4	0.84919573	0.82923768	-0.01995805000000006	mid	mid	LPC	LPC
87	2069	adopt	acquire	0.6666666666666667	0.6754966887417219	low	low			60	65	68	69	True	2	3	2	2	0	-1	14	13	7	7	0.66535898	0.74467719	0.07931820999999994	mid	mid	LD	LD
88	198	adopt	assume	0.6666666666666667	0.7730061349693251	low	low			60	138	68	398	True	2	3	2	3	0	0	14	21	7	9	0.70172854	0.74555041	0.04382187000000004	mid	mid	LD	LPC
89	2492	adopt	borrow	0.6666666666666667	0.7261146496815287	low	low			60	33	68	62	True	2	2	2	2	0	0	14	3	7	2	0.9145706	0.73081728	-0.18375332	far	mid	LPC	LPC
90	2379	adopt	espouse	0.6666666666666667	0.98989898989899	low	avgstd	s2	s2	60	8	68	4	False	2	0	2	0	0	0	14	10	7	3	0.72838871	0.77268651	0.04429779999999994	mid	mid	LD	LPC
91	642	adopt	follow	0.6666666666666667	0.7261146496815287	low	low			60	630	68	889	True	2	3	2	3	0	0	14	27	7	24	0.81781747	0.87584176	0.05802428999999998	mid	mid	LD	LPC
92	1231	adopt	take	0.6666666666666667	0.7096774193548387	low	low			60	35	68	115	True	2	2	2	3	0	1	14	65	7	42	1.00383669	0.8824406	-0.12139608999999996	far	mid	LPC	LPC
93	2792	adorn	clothe	0.941798941798942	0.8505747126436781	avg	low	s1		23	19	23	8	True	1	1	1	0	0	-1	8	14	3	3	0.87042896	0.83548676	-0.034942200000000034	mid	mid	LPC	LPC
94	793	adorn	decorate	0.941798941798942	0.9690721649484536	avg	avgstd	both	s2	23	8	23	31	True	1	0	1	1	0	1	8	7	3	4	0.79667605	0.69394233	-0.10273371999999992	mid	mid	LPC	LPC
95	2948	adorn	invest	0.941798941798942	0.8095238095238095	avg	low	s1		23	14	23	165	True	1	1	1	3	0	2	8	14	3	5	0.7221017	0.8614833	0.1393816	mid	mid	LD	LD
96	1293	advertise	promote	0.8764044943820225	0.6842105263157895	avg	low	s1		12	26	20	124	True	1	2	1	3	0	1	5	11	2	5	0.68428699	0.8358735	0.15158651	mid	mid	LD	LD
97	1966	advertise	push	0.8764044943820225	0.8372093023255813	avg	low	s1		12	44	20	260	True	1	2	1	3	0	1	5	15	2	10	0.84341374	0.86793066	0.024516919999999942	mid	mid	LD	LPC
98	124	advise	notify	0.7421383647798743	0.7421383647798743	low	low			102	11	85	23	True	3	1	2	1	-1	0	9	5	3	1	0.73787639	0.79342913	0.05555273999999999	mid	mid	LD	LPC
99	1223	advise	propose	0.7421383647798743	0.6666666666666667	low	low			102	261	85	118	True	3	3	2	3	-1	0	9	10	3	5	0.86757078	0.87524698	0.007676200000000022	mid	mid	LD	LPC
100	379	advise	suggest	0.7421383647798743	0.7654320987654322	low	low			102	164	85	822	True	3	3	2	3	-1	0	9	6	3	4	0.55508508	0.53320214	-0.021882940000000017	close	close	LPC	LPC
101	2782	affect	feign	0.75	0.979591836734694	low	avgstd	s2	s2	11	6	108	3	False	1	0	3	0	2	0	14	6	5	2	0.78451253	0.68305076	-0.10146177	mid	mid	LPC	LPC
102	416	affect	impress	0.75	0.8505747126436781	low	low			11	107	108	22	True	1	3	3	1	2	-2	14	9	5	7	0.74830965	0.84375914	0.09544948999999991	mid	mid	LD	LD
103	1521	affect	involve	0.75	0.7341772151898734	low	low			11	43	108	216	True	1	2	3	3	2	1	14	11	5	7	0.81789556	0.79685494	-0.021040619999999954	mid	mid	LPC	LPC
104	2334	affect	pretend	0.75	0.7421383647798743	low	low			11	88	108	183	True	1	3	3	3	2	0	14	11	5	6	0.68321645	0.83466351	0.15144706000000008	mid	mid	LD	LD
105	1698	affirm	assert	0.7421383647798743	0.7261146496815287	low	low			9	98	1	55	False	1	3	0	2	-1	-1	11	10	3	4	0.7954559	0.76781114	-0.027644760000000046	mid	mid	LPC	LPC
106	70	affirm	aver	0.7421383647798743	0.98989898989899	low	avgstd	s2	s2	9	9	1	2	False	1	1	0	0	-1	-1	11	8	3	2	0.91153107	0.85819655	-0.05333452000000005	far	mid	LPC	LPC
107	880	affirm	confirm	0.7421383647798743	0.8023952095808383	low	low			9	44	1	70	False	1	2	0	2	-1	0	11	6	3	5	0.75386543	0.75795657	0.004091140000000104	mid	mid	LD	LPC
108	1940	affirm	corroborate	0.7421383647798743	0.8888888888888888	low	avg	s2		9	12	1	17	False	1	1	0	1	-1	0	11	8	3	3	0.77344641	1.07788215	0.30443573999999995	mid	far	LD	LD
109	2834	affirm	substantiate	0.7421383647798743	0.9130434782608696	low	avg	s2		9	5	1	3	False	1	0	0	0	-1	0	11	12	3	4	0.67080264	0.81493225	0.14412961000000002	mid	mid	LD	LD
110	463	affirm	sustain	0.7421383647798743	0.7804878048780488	low	low			9	41	1	34	False	1	2	0	2	-1	0	11	16	3	7	0.71029467	0.63832679	-0.07196787999999998	mid	close	LPC	LPC
111	555	affirm	swear	0.7421383647798743	0.7804878048780488	low	low			9	191	1	330	False	1	3	0	3	-1	0	11	20	3	5	0.66915041	0.64247128	-0.026679129999999995	mid	close	LPC	LPC
112	873	affirm	verify	0.7421383647798743	0.8095238095238095	low	low			9	3	1	12	False	1	0	0	1	-1	1	11	7	3	4	0.82643136	0.87988346	0.0534521	mid	mid	LD	LPC
113	550	afflict	smite	0.941798941798942	0.8700564971751412	avg	avg	both		6	22	13	5	True	0	1	1	0	1	-1	1	1	2	3	0.97376374	0.90760011	-0.06616363000000003	far	mid	LPC	LPC
114	2263	afford	give	0.7421383647798743	0.5815602836879432	low	low			145	3078	30	3385	True	3	3	1	3	-2	0	3	40	4	44	0.9877118	0.91139054	-0.07632126000000006	far	mid	LPC	LPC
115	2527	agitate	budge	0.9361702127659576	0.9304812834224598	avg	avg	both		25	12	13	31	True	2	1	1	2	-1	1	21	3	6	1	0.68877274	0.48497193	-0.20380081	mid	close	LPC	LPC
116	2465	agitate	disturb	0.9361702127659576	0.75	avg	low	s1		25	44	13	28	True	2	2	1	1	-1	-1	21	10	6	5	0.99189475	0.95073019	-0.04116456000000002	far	far	LPC	LPC
117	1117	agitate	excite	0.9361702127659576	0.7730061349693251	avg	low	s1		25	41	13	41	True	2	2	1	2	-1	0	21	15	6	8	0.99530484	0.98938977	-0.005915070000000022	far	far	LD	LPC
118	573	agitate	push	0.9361702127659576	0.8372093023255813	avg	low	s1		25	44	13	260	True	2	2	1	3	-1	1	21	15	6	10	0.4765187	0.2434535	-0.23306520000000003	close	close	LPC	LPC
119	803	agitate	rouse	0.9361702127659576	0.9130434782608696	avg	avg	both		25	34	13	10	True	2	2	1	0	-1	-2	21	15	6	4	0.68597965	0.84979728	0.16381762999999994	mid	mid	LD	LD
120	1494	agitate	shake	0.9361702127659576	0.7951807228915663	avg	low	s1		25	123	13	172	True	2	3	1	3	-1	0	21	12	6	9	0.67730227	0.9492325	0.27193023000000005	mid	far	LD	LD
121	944	agitate	vex	0.9361702127659576	0.9304812834224598	avg	avg	both		25	46	13	4	False	2	2	1	0	-1	-2	21	33	6	5	0.73178286	0.98521879	0.25343593	mid	far	LD	LD
122	2584	agree	concur	0.6111111111111112	0.8095238095238095	low	low			301	12	783	21	True	3	1	3	1	0	0	15	4	7	2	0.65120375	0.63357557	-0.017628179999999993	mid	close	LD	LPC
123	729	agree	correspond	0.6111111111111112	0.7421383647798743	low	low			301	52	783	52	True	3	2	3	2	0	0	15	10	7	4	0.98416505	1.08690272	0.10273767000000011	far	far	LD	LD
124	370	agree	harmonize	0.6111111111111112	0.9473684210526316	low	avgstd	s2	s2	301	5	783	3	False	3	0	3	0	0	0	15	8	7	6	0.757026	0.59499159	-0.16203440999999996	mid	close	LPC	LPC
125	742	agree	hold	0.6111111111111112	0.7096774193548387	low	low			301	1226	783	959	True	3	3	3	3	0	0	15	55	7	36	0.7903974	0.72126341	-0.06913398999999998	mid	mid	LPC	LPC
126	1661	allay	assuage	0.88268156424581	0.9247311827956988	avg	avg	both		5	16	2	36	False	0	1	0	2	0	1	6	14	2	3	0.93274995	0.89782369	-0.0349262600000001	far	mid	LPC	LPC
127	358	allay	quench	0.88268156424581	0.9189189189189187	avg	avg	both		5	40	2	14	False	0	2	0	1	0	-1	6	8	2	6	0.71210283	0.64952533	-0.06257749999999995	mid	mid	LPC	LPC
128	1776	allay	relieve	0.88268156424581	0.8095238095238095	avg	low	s1		5	43	2	29	False	0	2	0	1	0	-1	6	17	2	11	0.69323641	0.84048405	0.14724764	mid	mid	LD	LD
129	1853	allege	aver	0.8439306358381503	0.98989898989899	low	avgstd	s2	s2	14	9	30	2	False	1	1	1	0	0	-1	2	8	1	2	0.82062958	0.82403505	0.0034054700000000215	mid	mid	LD	LPC
130	281	allege	say	0.8439306358381503	0.6394557823129252	low	low			14	157	30	148	True	1	3	1	3	0	0	2	13	1	11	0.69831544	0.74054187	0.04222643000000004	mid	mid	LD	LPC
131	1766	alleviate	assuage	0.7804878048780488	0.9247311827956988	low	avg	s2		30	16	84	36	True	2	1	2	2	0	1	5	14	2	3	1.01694469	0.93387806	-0.08306663000000014	far	far	LPC	LPC
132	1658	alleviate	facilitate	0.7804878048780488	0.7261146496815287	low	low			30	5	84	27	True	2	0	2	1	0	1	5	3	2	3	0.99698428	0.96605086	-0.03093341999999999	far	far	LPC	LPC
133	1877	alleviate	relieve	0.7804878048780488	0.8095238095238095	low	low			30	43	84	29	True	2	2	2	1	0	-1	5	17	2	11	0.64218407	0.85437737	0.21219330000000003	mid	mid	LD	LD
134	1995	allow	admit	0.7577639751552795	0.7654320987654322	low	low			295	261	673	302	True	3	3	3	3	0	0	15	11	10	8	0.8979643	0.88819962	-0.009764680000000081	mid	mid	LD	LPC
135	246	allow	leave	0.7577639751552795	0.6842105263157895	low	low			295	519	673	437	True	3	3	3	3	0	0	15	22	10	14	0.60527694	0.68686856	0.08159161999999998	close	mid	LD	LD
136	1347	allow	let	0.7577639751552795	0.6394557823129252	low	low			295	45	673	13	True	3	2	3	1	0	-1	15	7	10	6	0.63236158	0.60621839	-0.026143189999999983	close	close	LPC	LPC
137	440	allow	permit	0.7577639751552795	0.7577639751552795	low	low			295	57	673	145	True	3	2	3	3	0	1	15	4	10	3	0.96207452	0.85272279	-0.10935173000000009	far	mid	LPC	LPC
